,video,frame,Risk_Obj_feature,Risk_Obj_No
339,000311,39,"{""region_id"": {""0"": 0, ""1"": 1}, ""x1"": {""0"": 589.0, ""1"": 688.0}, ""y1"": {""0"": 263.0, ""1"": 286.0}, ""x2"": {""0"": 646.0, ""1"": 754.0}, ""y2"": {""0"": 335.0, ""1"": 335.0}}",2
340,000311,40,"{""region_id"": {""0"": 0, ""1"": 1}, ""x1"": {""0"": 589.0, ""1"": 694.0}, ""y1"": {""0"": 263.0, ""1"": 286.0}, ""x2"": {""0"": 646.0, ""1"": 760.0}, ""y2"": {""0"": 335.0, ""1"": 335.0}}",2
341,000311,41,"{""region_id"": {""0"": 0, ""1"": 1}, ""x1"": {""0"": 585.0, ""1"": 699.0}, ""y1"": {""0"": 265.0, ""1"": 286.0}, ""x2"": {""0"": 642.0, ""1"": 765.0}, ""y2"": {""0"": 337.0, ""1"": 335.0}}",2
342,000311,42,"{""region_id"": {""0"": 0, ""1"": 1}, ""x1"": {""0"": 585.0, ""1"": 699.0}, ""y1"": {""0"": 265.0, ""1"": 286.0}, ""x2"": {""0"": 642.0, ""1"": 765.0}, ""y2"": {""0"": 337.0, ""1"": 335.0}}",2
343,000311,43,"{""region_id"": {""0"": 0, ""1"": 1}, ""x1"": {""0"": 579.0, ""1"": 706.0}, ""y1"": {""0"": 268.0, ""1"": 290.0}, ""x2"": {""0"": 636.0, ""1"": 772.0}, ""y2"": {""0"": 340.0, ""1"": 339.0}}",2
344,000311,44,"{""region_id"": {""0"": 0, ""1"": 1}, ""x1"": {""0"": 579.0, ""1"": 706.0}, ""y1"": {""0"": 268.0, ""1"": 290.0}, ""x2"": {""0"": 636.0, ""1"": 772.0}, ""y2"": {""0"": 340.0, ""1"": 339.0}}",2
345,000311,45,"{""region_id"": {""0"": 0, ""1"": 1}, ""x1"": {""0"": 579.0, ""1"": 706.0}, ""y1"": {""0"": 268.0, ""1"": 290.0}, ""x2"": {""0"": 636.0, ""1"": 772.0}, ""y2"": {""0"": 340.0, ""1"": 339.0}}",2
346,000311,46,"{""region_id"": {""0"": 0, ""1"": 1}, ""x1"": {""0"": 575.0, ""1"": 706.0}, ""y1"": {""0"": 268.0, ""1"": 290.0}, ""x2"": {""0"": 632.0, ""1"": 772.0}, ""y2"": {""0"": 340.0, ""1"": 339.0}}",2
347,000311,47,"{""region_id"": {""0"": 0, ""1"": 1}, ""x1"": {""0"": 575.0, ""1"": 706.0}, ""y1"": {""0"": 268.0, ""1"": 290.0}, ""x2"": {""0"": 632.0, ""1"": 772.0}, ""y2"": {""0"": 340.0, ""1"": 339.0}}",2
348,000311,48,"{""region_id"": {""0"": 0, ""1"": 1}, ""x1"": {""0"": 575.0, ""1"": 706.0}, ""y1"": {""0"": 268.0, ""1"": 290.0}, ""x2"": {""0"": 632.0, ""1"": 772.0}, ""y2"": {""0"": 340.0, ""1"": 339.0}}",2
349,000311,49,"{""region_id"": {""0"": 0, ""1"": 1}, ""x1"": {""0"": 575.0, ""1"": 706.0}, ""y1"": {""0"": 268.0, ""1"": 290.0}, ""x2"": {""0"": 632.0, ""1"": 772.0}, ""y2"": {""0"": 340.0, ""1"": 339.0}}",2
350,000427,0,"{""region_id"": {""0"": 0}, ""x1"": {""0"": 546.0}, ""y1"": {""0"": 314.0}, ""x2"": {""0"": 647.0}, ""y2"": {""0"": 400.0}}",1
351,000427,1,"{""region_id"": {""0"": 0}, ""x1"": {""0"": 546.0}, ""y1"": {""0"": 314.0}, ""x2"": {""0"": 647.0}, ""y2"": {""0"": 400.0}}",1
352,000427,2,"{""region_id"": {""0"": 0}, ""x1"": {""0"": 561.0}, ""y1"": {""0"": 312.0}, ""x2"": {""0"": 662.0}, ""y2"": {""0"": 398.0}}",1
353,000427,3,"{""region_id"": {""0"": 0, ""1"": 1}, ""x1"": {""0"": 561.0, ""1"": 561.0}, ""y1"": {""0"": 312.0, ""1"": 318.0}, ""x2"": {""0"": 662.0, ""1"": 592.0}, ""y2"": {""0"": 398.0, ""1"": 341.0}}",2
354,000427,4,"{""region_id"": {""0"": 0, ""1"": 1}, ""x1"": {""0"": 579.0, ""1"": 561.0}, ""y1"": {""0"": 308.0, ""1"": 318.0}, ""x2"": {""0"": 660.0, ""1"": 592.0}, ""y2"": {""0"": 387.0, ""1"": 341.0}}",2
355,000427,5,"{""region_id"": {""0"": 0, ""1"": 1}, ""x1"": {""0"": 579.0, ""1"": 562.0}, ""y1"": {""0"": 308.0, ""1"": 317.0}, ""x2"": {""0"": 660.0, ""1"": 593.0}, ""y2"": {""0"": 387.0, ""1"": 340.0}}",2
356,000427,6,"{""region_id"": {""0"": 0, ""1"": 1}, ""x1"": {""0"": 585.0, ""1"": 560.0}, ""y1"": {""0"": 321.0, ""1"": 324.0}, ""x2"": {""0"": 666.0, ""1"": 591.0}, ""y2"": {""0"": 392.0, ""1"": 347.0}}",2
357,000427,7,"{""region_id"": {""0"": 0, ""1"": 1}, ""x1"": {""0"": 585.0, ""1"": 560.0}, ""y1"": {""0"": 321.0, ""1"": 324.0}, ""x2"": {""0"": 666.0, ""1"": 591.0}, ""y2"": {""0"": 392.0, ""1"": 347.0}}",2
358,000427,8,"{""region_id"": {""0"": 0, ""1"": 1}, ""x1"": {""0"": 593.0, ""1"": 558.0}, ""y1"": {""0"": 321.0, ""1"": 322.0}, ""x2"": {""0"": 674.0, ""1"": 596.0}, ""y2"": {""0"": 392.0, ""1"": 354.0}}",2
359,000427,9,"{""region_id"": {""0"": 0, ""1"": 1}, ""x1"": {""0"": 593.0, ""1"": 558.0}, ""y1"": {""0"": 321.0, ""1"": 322.0}, ""x2"": {""0"": 674.0, ""1"": 596.0}, ""y2"": {""0"": 392.0, ""1"": 354.0}}",2
360,000427,10,"{""region_id"": {""0"": 0, ""1"": 1}, ""x1"": {""0"": 593.0, ""1"": 554.0}, ""y1"": {""0"": 321.0, ""1"": 318.0}, ""x2"": {""0"": 674.0, ""1"": 592.0}, ""y2"": {""0"": 392.0, ""1"": 350.0}}",2
361,000427,11,"{""region_id"": {""0"": 0, ""1"": 1}, ""x1"": {""0"": 593.0, ""1"": 552.0}, ""y1"": {""0"": 321.0, ""1"": 316.0}, ""x2"": {""0"": 674.0, ""1"": 590.0}, ""y2"": {""0"": 392.0, ""1"": 348.0}}",2
362,000427,12,"{""region_id"": {""0"": 0, ""1"": 1}, ""x1"": {""0"": 593.0, ""1"": 552.0}, ""y1"": {""0"": 321.0, ""1"": 316.0}, ""x2"": {""0"": 674.0, ""1"": 590.0}, ""y2"": {""0"": 392.0, ""1"": 348.0}}",2
363,000427,13,"{""region_id"": {""0"": 0}, ""x1"": {""0"": 548.0}, ""y1"": {""0"": 319.0}, ""x2"": {""0"": 586.0}, ""y2"": {""0"": 351.0}}",1
364,000427,14,"{""region_id"": {""0"": 0, ""1"": 1}, ""x1"": {""0"": 593.0, ""1"": 548.0}, ""y1"": {""0"": 321.0, ""1"": 319.0}, ""x2"": {""0"": 674.0, ""1"": 586.0}, ""y2"": {""0"": 392.0, ""1"": 351.0}}",2
365,000427,15,"{""region_id"": {""0"": 0, ""1"": 1}, ""x1"": {""0"": 593.0, ""1"": 548.0}, ""y1"": {""0"": 321.0, ""1"": 315.0}, ""x2"": {""0"": 674.0, ""1"": 586.0}, ""y2"": {""0"": 392.0, ""1"": 347.0}}",2
366,000427,16,"{""region_id"": {""0"": 0, ""1"": 1}, ""x1"": {""0"": 593.0, ""1"": 545.0}, ""y1"": {""0"": 313.0, ""1"": 312.0}, ""x2"": {""0"": 675.0, ""1"": 583.0}, ""y2"": {""0"": 375.0, ""1"": 344.0}}",2
367,000427,17,"{""region_id"": {""0"": 0, ""1"": 1}, ""x1"": {""0"": 593.0, ""1"": 545.0}, ""y1"": {""0"": 313.0, ""1"": 312.0}, ""x2"": {""0"": 670.0, ""1"": 583.0}, ""y2"": {""0"": 375.0, ""1"": 344.0}}",2
368,000427,18,"{""region_id"": {""0"": 0, ""1"": 1}, ""x1"": {""0"": 593.0, ""1"": 545.0}, ""y1"": {""0"": 313.0, ""1"": 312.0}, ""x2"": {""0"": 664.0, ""1"": 583.0}, ""y2"": {""0"": 375.0, ""1"": 344.0}}",2
369,000427,19,"{""region_id"": {""0"": 0, ""1"": 1}, ""x1"": {""0"": 590.0, ""1"": 545.0}, ""y1"": {""0"": 313.0, ""1"": 312.0}, ""x2"": {""0"": 661.0, ""1"": 583.0}, ""y2"": {""0"": 375.0, ""1"": 344.0}}",2
370,000427,20,"{""region_id"": {""0"": 0, ""1"": 1}, ""x1"": {""0"": 583.0, ""1"": 541.0}, ""y1"": {""0"": 311.0, ""1"": 307.0}, ""x2"": {""0"": 654.0, ""1"": 579.0}, ""y2"": {""0"": 373.0, ""1"": 339.0}}",2
371,000427,21,"{""region_id"": {""0"": 0, ""1"": 1}, ""x1"": {""0"": 583.0, ""1"": 538.0}, ""y1"": {""0"": 311.0, ""1"": 304.0}, ""x2"": {""0"": 654.0, ""1"": 576.0}, ""y2"": {""0"": 373.0, ""1"": 336.0}}",2
372,000427,22,"{""region_id"": {""0"": 0, ""1"": 1}, ""x1"": {""0"": 578.0, ""1"": 538.0}, ""y1"": {""0"": 306.0, ""1"": 299.0}, ""x2"": {""0"": 645.0, ""1"": 571.0}, ""y2"": {""0"": 359.0, ""1"": 338.0}}",2
373,000427,23,"{""region_id"": {""0"": 0, ""1"": 1}, ""x1"": {""0"": 578.0, ""1"": 538.0}, ""y1"": {""0"": 306.0, ""1"": 299.0}, ""x2"": {""0"": 645.0, ""1"": 571.0}, ""y2"": {""0"": 359.0, ""1"": 338.0}}",2
374,000427,24,"{""region_id"": {""0"": 0, ""1"": 1}, ""x1"": {""0"": 560.0, ""1"": 538.0}, ""y1"": {""0"": 298.0, ""1"": 299.0}, ""x2"": {""0"": 639.0, ""1"": 571.0}, ""y2"": {""0"": 353.0, ""1"": 338.0}}",2
375,000427,25,"{""region_id"": {""0"": 0, ""1"": 1}, ""x1"": {""0"": 560.0, ""1"": 538.0}, ""y1"": {""0"": 298.0, ""1"": 299.0}, ""x2"": {""0"": 639.0, ""1"": 571.0}, ""y2"": {""0"": 354.0, ""1"": 338.0}}",2
376,000427,26,"{""region_id"": {""0"": 0, ""1"": 1}, ""x1"": {""0"": 565.0, ""1"": 538.0}, ""y1"": {""0"": 318.0, ""1"": 324.0}, ""x2"": {""0"": 632.0, ""1"": 564.0}, ""y2"": {""0"": 376.0, ""1"": 349.0}}",2
377,000427,27,"{""region_id"": {""0"": 0, ""1"": 1}, ""x1"": {""0"": 562.0, ""1"": 538.0}, ""y1"": {""0"": 323.0, ""1"": 324.0}, ""x2"": {""0"": 625.0, ""1"": 564.0}, ""y2"": {""0"": 379.0, ""1"": 349.0}}",2
378,000427,28,"{""region_id"": {""0"": 0, ""1"": 1}, ""x1"": {""0"": 562.0, ""1"": 538.0}, ""y1"": {""0"": 323.0, ""1"": 324.0}, ""x2"": {""0"": 625.0, ""1"": 564.0}, ""y2"": {""0"": 379.0, ""1"": 349.0}}",2
379,000427,29,"{""region_id"": {""0"": 0}, ""x1"": {""0"": 556.0}, ""y1"": {""0"": 321.0}, ""x2"": {""0"": 619.0}, ""y2"": {""0"": 377.0}}",1
380,000427,30,"{""region_id"": {""0"": 0}, ""x1"": {""0"": 559.0}, ""y1"": {""0"": 318.0}, ""x2"": {""0"": 622.0}, ""y2"": {""0"": 374.0}}",1
381,000427,31,"{""region_id"": {""0"": 0}, ""x1"": {""0"": 552.0}, ""y1"": {""0"": 320.0}, ""x2"": {""0"": 615.0}, ""y2"": {""0"": 376.0}}",1
382,000427,32,"{""region_id"": {""0"": 0}, ""x1"": {""0"": 558.0}, ""y1"": {""0"": 314.0}, ""x2"": {""0"": 619.0}, ""y2"": {""0"": 367.0}}",1
383,000427,33,"{""region_id"": {""0"": 0}, ""x1"": {""0"": 558.0}, ""y1"": {""0"": 314.0}, ""x2"": {""0"": 617.0}, ""y2"": {""0"": 358.0}}",1
384,000427,34,"{""region_id"": {""0"": 0}, ""x1"": {""0"": 558.0}, ""y1"": {""0"": 314.0}, ""x2"": {""0"": 617.0}, ""y2"": {""0"": 358.0}}",1
385,000427,35,"{""region_id"": {""0"": 0}, ""x1"": {""0"": 569.0}, ""y1"": {""0"": 323.0}, ""x2"": {""0"": 622.0}, ""y2"": {""0"": 360.0}}",1
386,000427,36,"{""region_id"": {""0"": 0}, ""x1"": {""0"": 569.0}, ""y1"": {""0"": 323.0}, ""x2"": {""0"": 625.0}, ""y2"": {""0"": 370.0}}",1
387,000427,37,"{""region_id"": {""0"": 0}, ""x1"": {""0"": 569.0}, ""y1"": {""0"": 323.0}, ""x2"": {""0"": 627.0}, ""y2"": {""0"": 374.0}}",1
388,000427,38,"{""region_id"": {""0"": 0}, ""x1"": {""0"": 579.0}, ""y1"": {""0"": 323.0}, ""x2"": {""0"": 627.0}, ""y2"": {""0"": 360.0}}",1
389,000427,39,"{""region_id"": {""0"": 0, ""1"": 1}, ""x1"": {""0"": 579.0, ""1"": 626.0}, ""y1"": {""0"": 318.0, ""1"": 314.0}, ""x2"": {""0"": 632.0, ""1"": 646.0}, ""y2"": {""0"": 360.0, ""1"": 351.0}}",2
390,000427,40,"{""region_id"": {""0"": 0, ""1"": 1}, ""x1"": {""0"": 590.0, ""1"": 626.0}, ""y1"": {""0"": 318.0, ""1"": 314.0}, ""x2"": {""0"": 632.0, ""1"": 666.0}, ""y2"": {""0"": 353.0, ""1"": 351.0}}",2
391,000427,41,"{""region_id"": {""0"": 0, ""1"": 1}, ""x1"": {""0"": 587.0, ""1"": 630.0}, ""y1"": {""0"": 316.0, ""1"": 315.0}, ""x2"": {""0"": 629.0, ""1"": 670.0}, ""y2"": {""0"": 351.0, ""1"": 352.0}}",2
392,000427,42,"{""region_id"": {""0"": 0, ""1"": 1}, ""x1"": {""0"": 592.0, ""1"": 637.0}, ""y1"": {""0"": 316.0, ""1"": 307.0}, ""x2"": {""0"": 634.0, ""1"": 677.0}, ""y2"": {""0"": 351.0, ""1"": 344.0}}",2
393,000427,43,"{""region_id"": {""0"": 0, ""1"": 1}, ""x1"": {""0"": 574.0, ""1"": 637.0}, ""y1"": {""0"": 316.0, ""1"": 307.0}, ""x2"": {""0"": 634.0, ""1"": 677.0}, ""y2"": {""0"": 351.0, ""1"": 344.0}}",2
394,000427,44,"{""region_id"": {""0"": 0, ""1"": 1}, ""x1"": {""0"": 560.0, ""1"": 645.0}, ""y1"": {""0"": 316.0, ""1"": 312.0}, ""x2"": {""0"": 634.0, ""1"": 685.0}, ""y2"": {""0"": 351.0, ""1"": 349.0}}",2
395,000427,45,"{""region_id"": {""0"": 0, ""1"": 1}, ""x1"": {""0"": 560.0, ""1"": 645.0}, ""y1"": {""0"": 316.0, ""1"": 312.0}, ""x2"": {""0"": 622.0, ""1"": 694.0}, ""y2"": {""0"": 358.0, ""1"": 355.0}}",2
396,000427,46,"{""region_id"": {""0"": 0, ""1"": 1}, ""x1"": {""0"": 552.0, ""1"": 653.0}, ""y1"": {""0"": 316.0, ""1"": 315.0}, ""x2"": {""0"": 614.0, ""1"": 704.0}, ""y2"": {""0"": 354.0, ""1"": 363.0}}",2
397,000427,47,"{""region_id"": {""0"": 0, ""1"": 1}, ""x1"": {""0"": 552.0, ""1"": 661.0}, ""y1"": {""0"": 316.0, ""1"": 315.0}, ""x2"": {""0"": 611.0, ""1"": 712.0}, ""y2"": {""0"": 354.0, ""1"": 363.0}}",2
398,000427,48,"{""region_id"": {""0"": 0, ""1"": 1}, ""x1"": {""0"": 547.0, ""1"": 670.0}, ""y1"": {""0"": 316.0, ""1"": 315.0}, ""x2"": {""0"": 606.0, ""1"": 721.0}, ""y2"": {""0"": 354.0, ""1"": 363.0}}",2
399,000427,49,"{""region_id"": {""0"": 0, ""1"": 1}, ""x1"": {""0"": 539.0, ""1"": 670.0}, ""y1"": {""0"": 315.0, ""1"": 310.0}, ""x2"": {""0"": 598.0, ""1"": 730.0}, ""y2"": {""0"": 353.0, ""1"": 363.0}}",2
400,001094,0,"{""region_id"": {""0"": 0, ""1"": 1}, ""x1"": {""0"": 916.0, ""1"": 660.0}, ""y1"": {""0"": 415.0, ""1"": 440.0}, ""x2"": {""0"": 1256.0, ""1"": 700.0}, ""y2"": {""0"": 606.0, ""1"": 479.0}}",2
401,001094,1,"{""region_id"": {""0"": 0, ""1"": 1}, ""x1"": {""0"": 898.0, ""1"": 660.0}, ""y1"": {""0"": 416.0, ""1"": 440.0}, ""x2"": {""0"": 1214.0, ""1"": 700.0}, ""y2"": {""0"": 607.0, ""1"": 479.0}}",2
402,001094,2,"{""region_id"": {""0"": 0, ""1"": 1}, ""x1"": {""0"": 884.0, ""1"": 660.0}, ""y1"": {""0"": 416.0, ""1"": 440.0}, ""x2"": {""0"": 1181.0, ""1"": 700.0}, ""y2"": {""0"": 607.0, ""1"": 479.0}}",2
403,001094,3,"{""region_id"": {""0"": 0, ""1"": 1}, ""x1"": {""0"": 874.0, ""1"": 660.0}, ""y1"": {""0"": 422.0, ""1"": 440.0}, ""x2"": {""0"": 1156.0, ""1"": 700.0}, ""y2"": {""0"": 588.0, ""1"": 479.0}}",2
404,001094,4,"{""region_id"": {""0"": 0, ""1"": 1}, ""x1"": {""0"": 857.0, ""1"": 660.0}, ""y1"": {""0"": 422.0, ""1"": 440.0}, ""x2"": {""0"": 1124.0, ""1"": 700.0}, ""y2"": {""0"": 588.0, ""1"": 479.0}}",2
405,001094,5,"{""region_id"": {""0"": 0, ""1"": 1}, ""x1"": {""0"": 845.0, ""1"": 662.0}, ""y1"": {""0"": 423.0, ""1"": 440.0}, ""x2"": {""0"": 1100.0, ""1"": 702.0}, ""y2"": {""0"": 571.0, ""1"": 479.0}}",2
406,001094,6,"{""region_id"": {""0"": 0, ""1"": 1}, ""x1"": {""0"": 835.0, ""1"": 666.0}, ""y1"": {""0"": 423.0, ""1"": 441.0}, ""x2"": {""0"": 1075.0, ""1"": 706.0}, ""y2"": {""0"": 569.0, ""1"": 480.0}}",2
407,001094,7,"{""region_id"": {""0"": 0, ""1"": 1}, ""x1"": {""0"": 830.0, ""1"": 666.0}, ""y1"": {""0"": 423.0, ""1"": 441.0}, ""x2"": {""0"": 1055.0, ""1"": 706.0}, ""y2"": {""0"": 565.0, ""1"": 480.0}}",2
408,001094,8,"{""region_id"": {""0"": 0, ""1"": 1}, ""x1"": {""0"": 817.0, ""1"": 666.0}, ""y1"": {""0"": 425.0, ""1"": 441.0}, ""x2"": {""0"": 1031.0, ""1"": 706.0}, ""y2"": {""0"": 567.0, ""1"": 480.0}}",2
409,001094,9,"{""region_id"": {""0"": 0, ""1"": 1}, ""x1"": {""0"": 812.0, ""1"": 666.0}, ""y1"": {""0"": 425.0, ""1"": 441.0}, ""x2"": {""0"": 1014.0, ""1"": 706.0}, ""y2"": {""0"": 564.0, ""1"": 480.0}}",2
410,001094,10,"{""region_id"": {""0"": 0, ""1"": 1}, ""x1"": {""0"": 806.0, ""1"": 666.0}, ""y1"": {""0"": 426.0, ""1"": 441.0}, ""x2"": {""0"": 1001.0, ""1"": 706.0}, ""y2"": {""0"": 553.0, ""1"": 480.0}}",2
411,001094,11,"{""region_id"": {""0"": 0, ""1"": 1}, ""x1"": {""0"": 798.0, ""1"": 666.0}, ""y1"": {""0"": 430.0, ""1"": 441.0}, ""x2"": {""0"": 981.0, ""1"": 706.0}, ""y2"": {""0"": 549.0, ""1"": 480.0}}",2
412,001094,12,"{""region_id"": {""0"": 0, ""1"": 1}, ""x1"": {""0"": 789.0, ""1"": 666.0}, ""y1"": {""0"": 430.0, ""1"": 441.0}, ""x2"": {""0"": 965.0, ""1"": 709.0}, ""y2"": {""0"": 540.0, ""1"": 480.0}}",2
413,001094,13,"{""region_id"": {""0"": 0, ""1"": 1}, ""x1"": {""0"": 789.0, ""1"": 666.0}, ""y1"": {""0"": 430.0, ""1"": 441.0}, ""x2"": {""0"": 950.0, ""1"": 709.0}, ""y2"": {""0"": 534.0, ""1"": 480.0}}",2
414,001094,14,"{""region_id"": {""0"": 0, ""1"": 1}, ""x1"": {""0"": 781.0, ""1"": 671.0}, ""y1"": {""0"": 431.0, ""1"": 441.0}, ""x2"": {""0"": 942.0, ""1"": 714.0}, ""y2"": {""0"": 539.0, ""1"": 480.0}}",2
415,001094,15,"{""region_id"": {""0"": 0, ""1"": 1}, ""x1"": {""0"": 771.0, ""1"": 671.0}, ""y1"": {""0"": 431.0, ""1"": 441.0}, ""x2"": {""0"": 932.0, ""1"": 714.0}, ""y2"": {""0"": 539.0, ""1"": 480.0}}",2
416,001094,16,"{""region_id"": {""0"": 0, ""1"": 1}, ""x1"": {""0"": 766.0, ""1"": 671.0}, ""y1"": {""0"": 431.0, ""1"": 441.0}, ""x2"": {""0"": 922.0, ""1"": 714.0}, ""y2"": {""0"": 536.0, ""1"": 480.0}}",2
417,001094,17,"{""region_id"": {""0"": 0, ""1"": 1}, ""x1"": {""0"": 760.0, ""1"": 671.0}, ""y1"": {""0"": 431.0, ""1"": 441.0}, ""x2"": {""0"": 907.0, ""1"": 714.0}, ""y2"": {""0"": 536.0, ""1"": 480.0}}",2
418,001094,18,"{""region_id"": {""0"": 0, ""1"": 1}, ""x1"": {""0"": 760.0, ""1"": 671.0}, ""y1"": {""0"": 431.0, ""1"": 441.0}, ""x2"": {""0"": 901.0, ""1"": 714.0}, ""y2"": {""0"": 536.0, ""1"": 480.0}}",2
419,001094,19,"{""region_id"": {""0"": 0, ""1"": 1}, ""x1"": {""0"": 760.0, ""1"": 674.0}, ""y1"": {""0"": 431.0, ""1"": 441.0}, ""x2"": {""0"": 889.0, ""1"": 717.0}, ""y2"": {""0"": 536.0, ""1"": 480.0}}",2
420,001094,20,"{""region_id"": {""0"": 0, ""1"": 1}, ""x1"": {""0"": 760.0, ""1"": 674.0}, ""y1"": {""0"": 431.0, ""1"": 441.0}, ""x2"": {""0"": 882.0, ""1"": 717.0}, ""y2"": {""0"": 525.0, ""1"": 480.0}}",2
421,001094,21,"{""region_id"": {""0"": 0, ""1"": 1}, ""x1"": {""0"": 760.0, ""1"": 674.0}, ""y1"": {""0"": 431.0, ""1"": 441.0}, ""x2"": {""0"": 875.0, ""1"": 717.0}, ""y2"": {""0"": 516.0, ""1"": 480.0}}",2
422,001094,22,"{""region_id"": {""0"": 0, ""1"": 1}, ""x1"": {""0"": 760.0, ""1"": 674.0}, ""y1"": {""0"": 431.0, ""1"": 441.0}, ""x2"": {""0"": 875.0, ""1"": 717.0}, ""y2"": {""0"": 516.0, ""1"": 480.0}}",2
423,001094,23,"{""region_id"": {""0"": 0, ""1"": 1}, ""x1"": {""0"": 760.0, ""1"": 679.0}, ""y1"": {""0"": 431.0, ""1"": 442.0}, ""x2"": {""0"": 875.0, ""1"": 722.0}, ""y2"": {""0"": 516.0, ""1"": 481.0}}",2
424,001094,24,"{""region_id"": {""0"": 0, ""1"": 1}, ""x1"": {""0"": 760.0, ""1"": 679.0}, ""y1"": {""0"": 436.0, ""1"": 442.0}, ""x2"": {""0"": 864.0, ""1"": 722.0}, ""y2"": {""0"": 516.0, ""1"": 481.0}}",2
425,001094,25,"{""region_id"": {""0"": 0, ""1"": 1}, ""x1"": {""0"": 760.0, ""1"": 679.0}, ""y1"": {""0"": 436.0, ""1"": 438.0}, ""x2"": {""0"": 864.0, ""1"": 727.0}, ""y2"": {""0"": 516.0, ""1"": 481.0}}",2
426,001094,26,"{""region_id"": {""0"": 0, ""1"": 1}, ""x1"": {""0"": 760.0, ""1"": 679.0}, ""y1"": {""0"": 436.0, ""1"": 433.0}, ""x2"": {""0"": 854.0, ""1"": 732.0}, ""y2"": {""0"": 509.0, ""1"": 481.0}}",2
427,001094,27,"{""region_id"": {""0"": 0, ""1"": 1}, ""x1"": {""0"": 760.0, ""1"": 679.0}, ""y1"": {""0"": 436.0, ""1"": 433.0}, ""x2"": {""0"": 854.0, ""1"": 732.0}, ""y2"": {""0"": 509.0, ""1"": 481.0}}",2
428,001094,28,"{""region_id"": {""0"": 0, ""1"": 1}, ""x1"": {""0"": 760.0, ""1"": 680.0}, ""y1"": {""0"": 436.0, ""1"": 436.0}, ""x2"": {""0"": 854.0, ""1"": 736.0}, ""y2"": {""0"": 509.0, ""1"": 485.0}}",2
429,001094,29,"{""region_id"": {""0"": 0, ""1"": 1}, ""x1"": {""0"": 760.0, ""1"": 680.0}, ""y1"": {""0"": 436.0, ""1"": 428.0}, ""x2"": {""0"": 854.0, ""1"": 744.0}, ""y2"": {""0"": 509.0, ""1"": 485.0}}",2
430,001094,30,"{""region_id"": {""0"": 0, ""1"": 1}, ""x1"": {""0"": 760.0, ""1"": 680.0}, ""y1"": {""0"": 436.0, ""1"": 428.0}, ""x2"": {""0"": 845.0, ""1"": 744.0}, ""y2"": {""0"": 496.0, ""1"": 485.0}}",2
431,001094,31,"{""region_id"": {""0"": 0, ""1"": 1}, ""x1"": {""0"": 760.0, ""1"": 680.0}, ""y1"": {""0"": 436.0, ""1"": 428.0}, ""x2"": {""0"": 845.0, ""1"": 744.0}, ""y2"": {""0"": 496.0, ""1"": 485.0}}",2
432,001094,32,"{""region_id"": {""0"": 0, ""1"": 1}, ""x1"": {""0"": 760.0, ""1"": 677.0}, ""y1"": {""0"": 436.0, ""1"": 428.0}, ""x2"": {""0"": 845.0, ""1"": 747.0}, ""y2"": {""0"": 496.0, ""1"": 488.0}}",2
433,001094,33,"{""region_id"": {""0"": 0, ""1"": 1}, ""x1"": {""0"": 760.0, ""1"": 677.0}, ""y1"": {""0"": 435.0, ""1"": 428.0}, ""x2"": {""0"": 837.0, ""1"": 747.0}, ""y2"": {""0"": 496.0, ""1"": 488.0}}",2
434,001094,34,"{""region_id"": {""0"": 0, ""1"": 1}, ""x1"": {""0"": 760.0, ""1"": 683.0}, ""y1"": {""0"": 435.0, ""1"": 428.0}, ""x2"": {""0"": 837.0, ""1"": 753.0}, ""y2"": {""0"": 496.0, ""1"": 488.0}}",2
435,001094,35,"{""region_id"": {""0"": 0, ""1"": 1}, ""x1"": {""0"": 760.0, ""1"": 683.0}, ""y1"": {""0"": 435.0, ""1"": 428.0}, ""x2"": {""0"": 830.0, ""1"": 753.0}, ""y2"": {""0"": 491.0, ""1"": 488.0}}",2
436,001094,36,"{""region_id"": {""0"": 0, ""1"": 1}, ""x1"": {""0"": 760.0, ""1"": 687.0}, ""y1"": {""0"": 435.0, ""1"": 429.0}, ""x2"": {""0"": 822.0, ""1"": 753.0}, ""y2"": {""0"": 488.0, ""1"": 488.0}}",2
437,001094,37,"{""region_id"": {""0"": 0, ""1"": 1}, ""x1"": {""0"": 755.0, ""1"": 687.0}, ""y1"": {""0"": 435.0, ""1"": 429.0}, ""x2"": {""0"": 817.0, ""1"": 753.0}, ""y2"": {""0"": 488.0, ""1"": 488.0}}",2
438,001094,38,"{""region_id"": {""0"": 0, ""1"": 1}, ""x1"": {""0"": 752.0, ""1"": 687.0}, ""y1"": {""0"": 435.0, ""1"": 429.0}, ""x2"": {""0"": 814.0, ""1"": 753.0}, ""y2"": {""0"": 488.0, ""1"": 488.0}}",2
439,001094,39,"{""region_id"": {""0"": 0, ""1"": 1}, ""x1"": {""0"": 752.0, ""1"": 687.0}, ""y1"": {""0"": 435.0, ""1"": 429.0}, ""x2"": {""0"": 814.0, ""1"": 753.0}, ""y2"": {""0"": 488.0, ""1"": 488.0}}",2
440,001094,40,"{""region_id"": {""0"": 0, ""1"": 1}, ""x1"": {""0"": 752.0, ""1"": 677.0}, ""y1"": {""0"": 435.0, ""1"": 429.0}, ""x2"": {""0"": 814.0, ""1"": 753.0}, ""y2"": {""0"": 488.0, ""1"": 488.0}}",2
